sentimen,Tweet
1,lhaa kaann ancene arek e pinter wayah e konco yaa ambk arek e sopo ngerti cipn rejeki
1,give away time meray ulang n namjoon ulang n in give away photocard album lov
1,kak a
0,p suami nasihat forward gambar ni p isteri forward ta
0,faham lelaki suka empuan ai p
0,wasyuu
1,menja t singgah tere harnnya pmu mengecew
1,ir jogja jogja juluk kota hati nyaman pantes aja langsung pa hati kalo udah nyaman kit
1,guys jumpa ayat ber gun time korang putus asa sabar terbahagi p sabar
1,p fresh grad yg tgh cari rja try amal zikir mua doa ni alhamdulil lepas amal ni pon dpt
0,at least maaf okay p hilang rr tinggal pesan kau nang nak stick to
0,nak tidur u still fikir orang ng okay tu tidur lena a lu ka
1,u akhlak n engga u harga melindun
0,nak k bantu korangemua cari haji loqman bin haji azli ni mugkin korang nal mugkin
0,her miss taman safari yo pasuruan males nganterno andrew kalo taman safari ung ru
0,14 modal nomad 15 ran ko popcorn modus mesum lancar tama tama aneh izin makst
0,terkng al kasih u yg sakit
0,back then in school cikgu mua eh cinta karang kat uni handsome handsome jumpa now i
0,nal nya tertawa nya menang
0,u sungguh nak jaga je henti berpura2 jaga ri paksa kau kau l
0,iya huin aja ya butuh dosa ber wkwk
1,istri iel
0,u ma rvice bagus pe streamyx kat rumah barai
1,hihihihi look at the face lepas nak kau bau i man na nameow catsoftwit
0,jalan dahl asan tinggal labcoat kat namik sobss
1,guys today nak rekomen kat korang movie2 yg best some of you maybe blm tengok movie tu ber pa
0,nya i jalan hidup nri mello death note
0,nam la org mua dp gambar kawen husband je dp gambar ambik nri
1,tolong la ni je dah tawa krem ut yall
0,i dont know nak karangebab sorang sakit so orang dont judge me
0,mu gemes banget adminnya ga ja marah
1,gt tuhan yesus dt ganti frustasi hati damai jahtera mbml
1,do lelaki rja cari duit pasang sihatan murah rezekiemo
0,an aja naruto p emang ken nyium tp muk yg sain gt lt
0,airmata jantan baca
0,si dt first impression niumpah kau sombong gila orang cakap kau sombong p
0,pas nonton ta r pas wisuda ja tuh nak mer pon spe
1,temen temen yg jatinangor rnya tolong beli ya jual bk belu jual kain lap t dsb
0,ti mel elfungmin
0,instagram facebok twitter cantik de la cantik ekarangi je nak upl
1,syukur lupa nya an tulisanirin jumatberkah
1,g gen ya mba
0,ba u posisi lg b orng rendah karna materi ya
1,hidup pilih pilih
0,laa haha sorry2 a paham
0,receeehh ah
0,nya rm100 u budak miskin kau nk suruh mcm dekah lepastu kau
1,if si li tu ja femes ntah kahkahkah
0,hati cewa h sorang je orang
0,beli barang shupe harga puluh r tp ongkirnya 25r l banget deh wheres the justice tho ja kayak be
0,butuh lang mengerj visual br s kaln tunggu 3 kali in p
0,g
0,ku introvert pedopil
1,ng sakit ja ntsa ngku
0,omg kau jgn g kfc ppagi cmni
0,yg rius nya raguuu gmn gg yaudah kasih harn anya kas
1,i lid a video jokowi ai bahasa jawa
0,u ja an ga sombong2 deh tindas karyawan langsung ja milyuner larang orang ga masuk
0,kayak woojin sringan barengih dasar anak mbar
1,okaay nggpaa doyoung ajaa sih yaa
0,u sungguh nak jaga je henti berpura2 jaga ri paksa kau kau l
0,cil cita cita menja orang pengkhnat
1,terima nikah mas kahwin bacaanurah al fatihah dear future wife kahwin dekah al fat
1,le m sam yuk udh ga m sam udh ga ng
0,tu malas nk kutip bab malu kot k duit kt orang
0,rama gak ganggu karya ya tolong
0,begng minum2an soda kau pilih a pilih cinta a
1,pegi dai bawak ak teman pastu uncle tu ni anak you muka hahaha muka orang dah kawin doh
0,td mikirnya gtu pngn ngegas jg tp orng cil pnya pengaruh jd ngegasnya s2 kwkwkwk
1,suka mie dap u tumis ulang pa bawang merah bawang putih telor daun bawang iris ca
0,nak tnggu org reply email mmg lambat ah citenya nak ttle ni jgk
0,rlt mutualan yu gamah suka rt in ga twt receh rt ya dn follback kalo ngga maapin ak
0,dara gi nduri kahwin lepas tu ramai orang lepas tu risau dt t duduk htt
1,ja ratu kau raja ya
0,kot u nak insta story yah jerit2 bingit s telinga ckp 2 orang dah dgr
0,orang penat when a nya h
0,a kali nya kau nak apprecte
0,harap a jual fhone 8 a mata nak beli xs tu
1,gemar mie burung dara enak nyam
0,assalam lelaki jalan elekoh belok2 rujuk maps even giekali je u
0,kalen kalen p jahad ma
0,weyhh tolong faham sakit kau langsung sah drpd klk gagah bn
0,ti kopi br basi p kau s dar basa basi
1,ni u suami panggil ng ni we re gonna ma babies right after
0,confu dgn jual kt malays ni asik kaya je nak jual nak show off kaya then
1,be strong bro
1,a buku buku suka baca malam kn nri ja buku telungkup d
1,cerita beli 2 hamster br ngga pn aja sih rumah paaang berdu
0,udah ga ba a ngetik pa jari ja baca pa mata aja ga pa hati
1,lu tt tinggal yg hormat san mu menja hormat berani
0,hati cewa h sorang je orang
1,let me ma this clear paan dlm hidup ni u x gagal x motivasi n
0,1 may posteh gak nonton homesha amp mild high club jakaa cosmo py ingapore
1,ya al lindung p mu siksa kubur siksa neraka jahannam fit hidup mati f
1,kuis kuis emang daihatsu banget yaahabat haah pulsa kuis kali tebak
0,sakdurunge koe da uler wes da kupu da saran h lu ngeto goblok nganggo coro mbangga bab nakalm
1,stay beside you was my job hehee ng
0,dah cpk
0,h cerita dr patient huhu makcik nie masuk ward bab heart attack sngt suka tegur nyu
1,hahahahaha terhr lol mua t a tiful sorang je asan typo caption tu
1,fams yuk
0,nang nih
1,cuba nak amal sikap gi s ng gagal bab jenis mudah sn mudah maaf
0,tusuk dr belg sakit
0,ni mmg tinggn tk j pengang rupa yg menja pengang
0,hnya kng kng doa yg doa makbul hamba yg ter al tau yg pe
0,i 3a hm mengecew hang a tu mai kat
1,wkwkwk gt lt doa aja lip yg moga ganteng wowognya
0,tgok lelaki as mostly lpas kawin bn boroi
1,udah tau ikon jaman win suka tama taehyun suka yunhyeong dukung ti
1,gilaaa beliin kak
0,wanita malang dun wanita tersa pilih suami isteri cermin suami cantik suami cant
0,me doin math pa 1 hshshshshshsh bodo ama dgn jawn hshshssh 5 mt tembak
0,gila ya empuan gaduhikit 7 tegur lelaki gaduh ni esok dah stable
0,yng blja a yng kuar ujn b yng jwb c dpt gred g ehh nk la yg dapt btul2 a
1,u hormat hormat
0,kara pendam kongsi orango pelik u dah kuat mb
1,tolong tp tu tidur ri nri lf reflect angai babi sampah ye ni
0,ta pamit tidur cek ig dm ijo ijonya ya
1,bibi akku si cantik suka banget ltnya u neng tau n ja an neng bi pos
0,ja kompor ya jeffan
1,habib lutfi aja rois aam jam iyyah ahlith tqah al mu tabarah an dliyyah yg turun bendera yg k
1,omg bigolive
0,orang ganteng wangi murah nyum asik lemah lembut ngetik aq bhay mz
1,ja rimu nri tika orang cinta lu tt a temu rimu orang
0,ais batu je la anjir
0,iya sabar mah tp jeno lesat mengetag amu
0,omg batuk darah kah jumaat ter
1,am angguk ku a orang
1,pa himalaya neem mask g bagus emg matull banget
0,p empuan tau leher tu aurat kisah kau ai turban rban lan kau parents kau t
0,tuh susaaah orang kit kit pin mya anak gampang pusing stress nri
0,hati cewa h sorang je orang
1,ni tp kali nam peti ais kat dapur haha
0,cil gue mikirnya gpa karang jelek item dekil buluk gede cap sampe karang 13928174
1,idola banget mba
0,tu ah pelik sunyi pi damak tu
0,n ya mimpi langsung lupa p malem mimpi dapetin karang lupa nya recehtwiter
0,nang banget pas ngerujuk pasien pa amce ni mas gojek bantuin bukain jalan p belu k
1,sungguh kuasa ri pen dewasa orangel b
0,faham ri
1,hahahaha pastu 2 terjut eh dah tumbokk muka kau g
0,plk o gi langgar lampu merah kt simpang nk belok an s nepik time reta merc kiri nk
1,prentasi lancar bikin ga album only wanna ver one ver aja no need to follow
0,malas nak mbangan latest iphone xs tu hahahahah bab check u korang tolong kat
0,n jenis reply chat orang cepat nak s g orang tu lepas jam a reply and terima de
0,nya konsi dmn bnran lg galauin km trus km ngetweet galau o2 p org babi nama
1,shopee a
1,laksan gala wajib al niscaya menja orang berwa hr ath thabrani
0,udah kyk g aja msh ng males temen temen baju sm celana nya aja cuciin emak nya
0,mbak tt marahin mya ng kalo coba kali pas konsin
0,crush u nak tegur ye tegur u suka cakap suka p kau dok tengok je story misbb
1,cinta gala promo grabfood m burger mcd harga ayam geprek
1,an nam happy go lucky ntsa ternyum dgn orang liling friendly gelak tawa dekah a
1,cinta w1
0,serah b
0,kau nak tinggal nak mati al am mua dosa mati ad
1,done watching lan 1990 2018 start movie habis nyum sorang nasib tengok ngsorang u ram
0,sa wiwin manus teman hidup utk harap harap sm tuhan alloh
0,nggak ken suudzon ku g yg ilang charm g jaannya sis pamerin
0,nla tegur kau ta hm p nt nak tegur kau nak ja kawan nierious t
0,ri dah hancur caya cuba membahagi orang liling putus asa sahaja ya
0,n nang baca komik ni
1,
0,mua br syg gak g aja syg
0,why na taboks a ja teman p lum intel
0,ngutuk rizkiko ga
0,coba lawan sakit coba sakit coba lupain sakit coba ter
0,gi br tau asa yg nyaa
1,doa b ya al amila
0,engkau tdk menr a ku berterisih engkau s memtemuku mbali dgn cipt
0,kng te lup buah lagu bawa mua nang indah nya mbali pin kmutra
0,masuk ts bayar okay free nak main
1,tampil snri i ri hpi auens lin lihat s skill mu tuntas smua kagum p
0,faham jenis orang malays ret nak sangkut ho tu geli bodoh nak pegang
1,ciri lelaki idam um na ayah
0,sumpah annoying weh tu mah kau jgn expect lesa
0,ni malas nak layan orang g layan g sn dh layan g fa hope haiyo nak ni
1,sikaaat ajaaaa sissst sikat baju celana br bersih wkwk c ng kalo ga sikat sii
1,shuhuaama sih suka banget man jepang
0,traumatid tengok fjdjksj n n dub jne
0,kawan kawan hisap ro tu ng korang u henti ye guys karang na
1,nak cari rezeki al bisnes online dgn nak tipu orang k
1,cepet mbuh ang moga kuat al angkat sakit gera yaaemangat a
1,l ber umur u moga hat umurmuemoga
0,bangsad tampar gue
1,wei kt dai mamak ni 2 nudes kt tl aduh hahahaha
0,malu junior asheeq ali ni yihhhhhhh
1,t pisah cinta nyai tulus hati fellychibi
0,kng henti peduli p orang benci a menyri peduli bijak
0,bengis nya empuan tu tengok haha xhabis2 dendam nya kali ni menjak asasi
1,bera sinar awan jalan ringan puja bebas hanyut
1,rindu kau pa la doa jeemoga tuhan lindung p kau
0,sorry la mmg turn off u empuan pegi clubbing niebab nri gi kau ba mpit m
1,mantap nih jokowi avengers sp cegah thanos hapus pos j
0,bodo terhr bodo member ceni
1,anak jiran umur 3 n tau bf ko gay kak sbb tu a dah nak pegang tetek ko laangsung hahahahahaah
1,muhammad q muhammad q dengar ruanku rindu ak rindu pmu muhammad q
0,sakit hati bile dengar kisah orang u ne nri en le ngamuk
0,lindung jalan derita ti nagato chapter 373 quoteui
0,orang ganteng wangi murah nyum asik lemah lembut ngetik aq bhay mz
0,kah beda
1,lupa sholat jumat ya ng jelek ya ng br ganteng ih wajib oh in si
0,gilmu n gilmu rindu hati rindu ku aq
1,orang mem ring khawatir a orang ng
1,hihihihi look at the face lepas nak kau bau i man na nameow catsoftwit
1,yg nama indones yg nama toleransi yg nama bhineka tunggal ika peti jenasah pendeta oma pale man
1,uuu
0,kisah miskin
0,nak tengok nak lakon bodoh tu
0,amit amit ya al
1,omg bigolive gt p aja
1,ngikik baca ginn sng
1,ai manus suka terima kasih bab support rta tika gembira duka kau anugerah
0,mu gemes banget adminnya ga ja marah
0,11 hehehehe 12 kali sesal
1,lipstik yg creamy kaya purbasari gt bibir ring kalo pa enak ga ltan ring
1,gemes oenyoe ge cmiew jfclodday
0,aja plea ga ajak ajak
1,gua nyanyiin raisa lagu mantan indah ya al haru
1,nang yg indah tika tama kali kau cumbu ng
0,dom malang nih
0,cewa k a dah tidur bab reply whatsapp tengok ig k reply dm orang
0,rupa gagal patah juang
0,sorry wehebab kau suka kawan cakap ni kau kawan ja tolong kau tu dah tan
0,u dah sakit hati orang muka orang tu malas tengok
0,askmf kasih kado earphone gebetanku tpi gagal jd pacar kutilisin dengerin yg denger jang
0,ngetik gen tuh hapus ga tag orang nya ldmstro
0,commitmenteat hulu hilir together put effort nak kahwin tinggal je bazir
1,ter kak rehan yg sabar ya
1,a sng2 g deh ngasih motivasi gua ngasih petuah2 kalo pgn kaya amp nikah umur 30th
1,start kulh dah ponteng haih nak ja hahaha
0,dah ntudent poal ni login accenri nak entranceurvey profile orang nal
0,selam dungu ngira laut ombak kubut kosong rendah gair
1,iya tp t indah kin km dgn mangataya bawa a t titik favorit
0,nama tungguegg karang harap me
1,u juang trus temu jalan matsukaze tenma
1,hsjsjs kalo lt cenya
0,tu cari an man you do you i ll do me
1,l rehat mr acappan a lawak suka amp evergreen athiya
0,member ade cite kat break up dgn gf e time a cerita suddenly a menang weyh 5 n kot
0,ni u rt org anak mahu efa tk nk anak u tgk
1,nang nang je bodoh ob sob
1,ngantuk tidur khawatir besok cinta ti nya besok ngirim pesan ti
1,u dm
1,caya al sdh mend
0,tipu je ai p
0,duit dh habis lost s hais
0,caya nya ga kucayai riku nri ga ya cayaan ri cinta celty
0,lt trailer gak mudeng o kiri ya
0,aja ga cape ngeboong ga cape boongin
1,iya bener hahaha uda folback wl jarang pa ig hahaha fbmu
1,jeffan manis manis banget donk abetes
0,sorry la mmg turn off u empuan pegi clubbing niebab nri gi kau ba mpit m
0,cekam yg am berfikir bi ya 2 nafsu yg bica
0,gampang bgt nang lt foto hewan kucing yg luka aja nang
1,cinta riku nri
0,penat nak pura pura suka p orang meny kau s kisah orang nak tolo
0,dah pms tok jak nebk nak ngaco emosi koh eh siku dah burok lebam entam planking jakjak carik la
0,hai eorang kau terbang jam kau hempas kata
1,gigih nau
0,mu bahag hidup penuh warna tinggal isa derita ak 1000ka
1,thanks wey bab kau berani tegur dah su
0,wanita malang dun wanita tersa pilih suami isteri cermin suami cantik suami cant
0,bener kalo a ubah temu benernya a ga ubah sifat asli a a
1,ber t menja orang yg jalan kaki nri ber t bi
1,suka empuan s nak dt tu s nak dt
0,koreaelatan jerman damping kau nol mn eh ma pilih yg pelamin
0,commitmenteat hulu hilir together put effort nak kahwin tinggal je bazir
1,suka jinkook
0,sorry bro empuan tu lam lt bab tt awak bab ter plug ir
0,so gi klk bab muntah tengok carta organisasi a nak gelak ni wei
0,hati cewa h sorang je orang
1,kau sabar k
1,sumpah chee ni les gala mah kat malays nak dai m laris jual man chee nak b
0,owa wo prabowo yg dukung u 212 fpi dkk pks partai amien rais lha pa analogi godfather o
1,putar mbali putar tau sdh bahag nya
0,j macem macem ya ngawasin s
1,pecl
1,nak pesan benda ni harga orang kat dun ni especlly ur mom dad grandma pa siblin
1,x tengok mak bahag bahag dye hidup cik mak yg nya h s dah mule ade sinar bah
0,ga ng negatif ya jaga2 aja kapok sa tilan negatif ti
0,okay langsung nak video call gatal a u mmg okay yg kawan lel
0,gf u ni mmg babi babi babi babi bf gf dah henm babi k tu gi mampos jela hp kau
0,haa ya tau yg jual bra mas mas gara a karang kalo chat ller shopee ga mangg
0,kalo gak
1,gua nyanyiin raisa lagu mantan indah ya al haru
0,orang penat when a nya h
0,harap gak megang las
1,minat yg 20 ya pen nonton magic kaito beran
0,mah kau bangga kot na cat called ngan mat salleh ktorg lupa
0,join kali syiling br mampos jahanam ekor tu
0,ngiwo koe nengen lungo ojo gen
1,tp salam suami exo korea paaak
1,sungguh kuasa ri pen dewasa orangel b
1,temen do ya br lancar ngerjain skripsi
0,hati cewa h sorang je orang
0,tika cemburu marah p mu bosan men annyaabar sikap kng leka
1,u hormat hormat
0,sa ckp
1,ambik pls hahahahaha
0,penat korang nam main an asa nak suka hati judge org
1,ng n bisyar receh nya iya gpp klo yg be highclass h beda ya nyumin aja
0,tu letih la jgok nk delete bendo tulo ni o jd automatic post ri
1,ya tuhan ja negeri mekah negeri aman berta anak cucu p menyem
1,sng happy friday sholat jum at nya lupa ya habis gtan latih bareng team j s
1,syg martinricaardo donimodali1yb
0,nasib orang johor and stay ak study lis that s why i m not single
0,gemas banget ya al wkwkwk order tgl 10 kirim ownernya mpet tlp sih barang kosong ja ra
1,uhan tidur malam mohon engkau sp rezeki surpri bagus ku esok aamiin
0,bahagi bahagmu n ma ce a
0,ni mesti jenis layan ni dah layan lelaki ni lepas tu layan lelaki k lepas tu play victim in r
1,adek tingkat kocak ae rek ngek
1,jokowi
0,ka kalo suka ng empet empet kalo ngelarang ngelarang j tau alesannya
0,ni sa je mata orang de an orang harga terima kasih
0,ja caya orang orang tany meng cayaemua orang bebas berpendt
0,p empuan tau leher tu aurat kisah kau ai turban rban lan kau parents kau t
0,me 2 cinta nkri cinta presiden nkri yg sah
1,if si li tu ja femes ntah kahkahkah
1,nk bantu a s
1,nya a mu fakta si kaya materi le
0,jantan alfa amp induk bunuh leher bayi ikat ja hewan pelihara beli amp pelihara anak
1,sng boss qu jgn lupa m sng pent hatan yaemangat fom nya ya
0,ir jogja jogja juluk kota hati nyaman pantes aja langsung pa hati kalo udah nyaman kit
0,karang do ter faedah ajar tiup recorder ko rendah
1,anak jiran umur 3 n tau bf ko gay kak sbb tu a dah nak pegang tetek ko laangsung hahahahahaahahaha
0,iya kak maaf sa
0,confu dgn jual kt malays ni asik kaya je nak jual nak show off kaya then
1,nak cakap dah minat drama korea hahahha sl hahahaha
0,u sungguh nak jaga je henti berpura2 jaga ri paksa kau kau l
0,nya bas asa marah h cewa ga in an mengo
0,space memori lelaki kosong bab lu nak benda bodo ai 6 n lepas sa 3 n lepas mak
1,sungguh tinggal sabar patuh nasihat an kul ku
1,gag mah
1,bahah sih beli ya meng beli album beli phy qu qaqa
1,luvluv teman yg kordes
1,cuba nak amal sikap gi s ng gagal bab jenis mudah sn mudah maaf
0,faham lelaki suka empuan ai p
0,faham jenis orang malays ret nak sangkut ho tu geli bodoh nak pegang
0,empuan sampah empuan tu eh yg
0,bodo terhr bodo member ceni
1,a ren enterpreneurchool 2018 yg in wajib datengin deh intelektual muda
1,i serah kau indah
0,tolong tp tu tidur ri nri lf reflect angai babi sampah ye ni
0,am je na label ni sombongenya sombong just malu and at the same time jaga b
0,dengar orang menang suara sakit yg men nya now i feel that
0,ja ken ngmg penggal kat yg ring jun in ff ayo tengkar gasuka lt kaln rukun
1,berh brader
0,nya yah la ciri bagus br la a gelap rja m dah ng a la
1,pintar berb klo pintar aja iblis pintar kah iblis
0,nak curi feedback orang mata2 nak attract cust tu bisnes jatuh bangun ni mental na kuat
0,berangan
0,malam hundred cent de moodampai shuben peluk then ng n ni marah marah abang a
0,amik len u driveupportla anak ni sikittttt hem
1,caya g baca tweet ngakak nri nulis
0,tydack caya
0,u orang tengok rja automatik ja bodoh
0,ku introvert karna nga ya uang aja ja males
1,nya tawa yg cipt mengi yg cipt nya bangga dg
1,anak jiran umur 3 n tau bf ko gay kak sbb tu a dah nak pegang tetek ko laangsung hahahahahaahahaha
1,tau ya nri tuhan ja ngejudge enak
0,gagal tadbir negara elok je a sa bn nak bertanng an parti nri pon sa bn
1,
1,suka video jokowi ai bahasa jawa
1,al quran is the answer for everything that happens in this world alam mesta gietp ma
0,nuduh lingkuh habis putus kayak aziz gagap lucu garing
1,ter hehe
0,sorry bro empuan tu lam lt bab tt awak bab ter plug ir
0,oleng nder
1,ya al lindung p mu siksa kubur siksa neraka jahannam fit hidup mati f
0,ng maaf egois ken an yuk putus
1,yg nya ngasih kabar orang tua ucn sprti ma uang anak habis
0,u sungguh nak jaga je henti berpura2 jaga ri paksa kau kau l
0,dlm hati ngedumel l lt calon2 tentara yg gak ngerti budaya antri ken kung mas nya
0,n nasib malang
1,suami dah herlock nak na berfikir utk dt jawn power haha
0,argh mua mbang penat dah ajak mua busy koyak
0,kng nak sakit je terl hospitalebab nak tengok si peduli tengok family
1,tuhan bijak khawatir ku lumpuh k ku
0,gipewei h nih okjin rt fllw rep pict okjin tag klo doain gpp ga gpp
1,power k mek nie harap dah kawin tp dt k suami d
0,mu maaf u sgusting bruntusan banget wajah bopeng noda hitam bagus ai a
1,tarik mbali kat jalan ninj
1,lup marah terhp orang annya
0,marahin tu koooo kompor
1,tama kali yg ngin ga kaligus 2x bgt kya terhura
0,j macem macem ya ngawasin s
1,cinta orang tegur p orang puji rana orang tegur nya menye
0,faham lelaki suka empuan ai p
1,kalo a anggap sahabat marah a gak benci
1,nak ni berani tt benda ni na tt al je
1,ras buah cerah
1,terhr si i kalo td talented huwaaaa
1,haha tawa ngakak muka gasih
0,bodo ah limit nsi gue ung dateng tungguin ponya dateng belgan ju
0,if you guys dt call no ni then a sa masuk topup caya this one scammer yg try hard cari s
1,i mendewas cinta membr mu amarahmu egois ras pala lepas tubuhmueg
0,u sungguh nak jaga je henti berpura2 jaga ri paksa kau kau l
0,kaln anak smk suka l gak sih kalo ejek onya cetek anak sma kng tuh anak sma yg sok e
0,las jack ma aja males mati tor
0,u dah sakit hati orang muka orang tu malas tengok
0,duh rem
0,e s bullshit
0,ambyar
0,nk cakap la bodoh time math yew
0,pantang tengok mak ja bodo n bodo anak misbehave kat public
0,sorry la mmg turn off u empuan pegi clubbing niebab nri gi kau ba mpit m
0,kalo ku ngomong males ya anak males dalem hat
1,malu ah ltan tel wkwkwkwkwk
1,terrah sampeyan ng manut habib luthfi khryarif rahmat bendera yg maksud dngn liwa
1,iya bal yaekaln mutualan yuk bal
1,iya iya jg brc td wkwk
0,ih engga jabar maksud
0,assalam lelaki jalan elekoh belok2 rujuk maps even giekali je u
0,bodola emma ja nak murung ni
0,gen nih retweet nya say
1,
0,ir bumi ni jaga hati mua ampai hati barai orang sah hmm
0,shit s sl muka cina mua dtg kat and just shoot me up with mrin dayum boi
0,je u dah fed up mmg fed up ah tu kisah la dgn s 2
0,hah tuh cari t enak jgn bon belg rumah rw ya grebek
1,yg butuh interaksi 95l 99l yuk yg line g kuy mutualan ku follow auto followback ok rt aja
1,suka lovitta amp aliqa
1,yg nama indones yg nama toleransi yg nama bhineka tunggal ika peti jenasah pendeta oma pale man
0,ais batu je la anjir
0,engga stalk ya
1,nang klo km ajak
0,s
1,ya al ya tuhan kau lindung bap beran
1,angeline miss e mama dapet kit sinc an maren me dapet ber her 12 juta e mbali menguc
0,kaya gak untung give away hmm
0,kawan kawan hisap ro tu ng korang u henti ye guys karang na
1,mu gemes banget adminnya ga ja marah
0,nggak butuh alesan bi aja nyaman
0,kuat hantu kat rumah ni
0,orang lantan but sometimes muak k tweet ni be more specific la mention orang tu better ca
1,karna karang ulang n besok enip nya ikon in ga pulsa 10k 2 orang aj
0,jatuh pelaminanhujan
0,p suami nasihat forward gambar ni p isteri forward ta
1,kalo yg menang jajanin ya wkwk
1,gak g apesal k hahahahawau
1,orang mudah milik sungguh cinta henti bera hati
1,u mah ngerti atuh
0,nam reaction muka plea tegur tt murung an
0,ni femsm ape cume pelik lelaki tegur empuan still dorng ye jaga ki
0,bodo mah kak tik wkwkwk
1,hidup 10 terja p rimu 90 sisa menghpinya
1,ho meta ws mg ahhahahah
0,when u so fuckin bored with u re life pgn ndlosor ndlosor
0,korban rela korban asa emua ga mata
1,hehe
0,nyinr yha hahaha anggep temen tuh kit nal g ya dewasa circ
0,bodo terhr bodo member ceni
1,ku angan rintang henti serah
1,nasib akak normal
0,suka kaler ni u ai dah dah buruk nya
1,hahahaha ya klo ice cream nyium aja deh besok aja ya imo jemput klo imo pan
1,emang cantik dek iya ganteng kalo ganteng trs gua an dek
1,wow salute org yg sabar yg niiiii huhuhu
0,hehe n g tt pingsan ya g
0,karang do ter faedah ajar tiup recorder ko rendah
1,kalo surabaya lt cece cece ngomong kayak anak jakl logat e suroboyo gyettt be li ya ntik gua pick up
0,u sungguh nak jaga je henti berpura2 jaga ri paksa kau kau l
1,ehh nakk haha kdg ngam2 cantik kdg tu ter plak smpai ne bukak atbelt nak hulur haha
1,buru buru arti gala lihat muka gala tam suai le 9996
0,sa thread meny semak pala orang pau kau
1,tls followan ama yukk rep rt temenan
0,me everytime my bf tell me that i m pretty an sih woy najis ng cantik gt ak
1,tuhan menr beran te tuhan milik rencana mua
