sentimen,Tweet
1,"Nonton Get Out benar benar tidak punya ekspektasi apa apa, cuma tearik karena ini filmnya Jordan Peele, dan puas!! Keren parah, film sakit jiwa ini."
1,"Kalo lagi mencari film comedy, ini recomended ! Asli! "
1,"Cek tread ini saja, Film tidak terkenal yang ternyata asyik di tonton - "
1,Sekarang lagi ada film yang bagus banget di bioskop. Judulnya Ziarah. Film Indonesia yang patut diapresiasi.
1,"Critical eleven film yang bagus. Dari cerita, pemain sampai gambarnya, semuanya bagus. Puas banget sudah nontonnya."
1,Film Ziarah sangat layak ditonton. Pengen peluk sutradaranya yang sukses mengarahkan pemeran mbah Sri - peran umur 95 tahun.
1,Dan akhirnya setelah menunggu setahun mulai juga nih film #KantiniDHijabers
1,Satu satunya film indonesia yang gue tunggu banget buat di tonton. Setelah lihat filmnya langsung gagal pindah on. Pgn menonton lagi #CriticalEleven
1,Tp rasa bangga-nya pasti akan berkali kali lipat kalau film perdananya bisa meledak di pasaran dan tercatat menjadi film terlaris.
1,"@CenayangFilm mbah, cucumu barusan menonton Night Bus. gila, keren begini ya. tinggal sedikit lagi layarnya di bandung mbah, kasihan :("
1,"film indonesia terbaik tahun lalu yang saya tonton. #ziarah diputar di bioskop 18 mei 2017. catat di telepon genggam, tonton di hari peamanya."
1,Dari awal sampai akhir kagum banget sama film the guys raditya dan kawan kawan kocak banget @cinema21 @sorayafilms #21TheGuysQuiz
1,"Papa mama aku juga ikut menonton , mereka termasuk critical sama Film Indonesia,mereka bilang film ini Bagus sekali :) terima kasih @Hanungbramantyo"
1,"Sumpah film danur bagus banget. yang ini nih baru dapat film yang kenyataan benar,#DanurMovie"
1,Buat yang sudah menonton The Guys. Pilihan menonton di @cinema21 lainnya adalah #Unlocked film action yang seru. Cocok buat menemani pas long akhir pekan.
1,Nonton Film The Guys. Filmnya tertawa Abis ada sedihnya juga film dengan paket yang komplit hehe Sukses terus @radityadika
1,Sumpah ini film bagus banget! Nonton berkali-kali tidak pernah bosan film the guys sangat menginspirasi tnx bang sudah buat film ini @radityadika
1,Kalo belum menonton Kaini harus banget sih menonton! Sama film korea judulnya Obsessed tetapi 18+++ huehe ()
1,Nangis itu gara gara menonton film kaini (1982) yang epic banget.
1,"Dan film ZIARAH ini muatannya berlapis. Tentang hidup, tentang cinta, tentang sejarah, tentang misteri, banyak sekali yang bisa disimak."
1,"90.| Film ""Kaini"" bisa ditonton oleh semua umur. Karena film ini selain menghibur juga mendidik dan menginspirasi #FFF"
1,"Film sejarah, jarang sekali di negara ini. Jika membaca sejarah saja kita enggan setidaknya tontonlah filmnya @Hanungbramantyo Kaini"
1,"Pengerjaan film #Kaini terasa sangat sungguh sungguh. Baik dari pemain maupun produksi. Selamat ya, Mas @Hanungbramantyo"
1,Lapor mbah @CenayangFilm film ini keren. Woh to watch. Syukur2 bisa instrospeksi diri habis menonton.
1,"terima kasih for today @andibowooo :-* film #TheBossBaby bagus banget dapat feel nya dari lucu, tertawa , amazing pokoknya "
1,Film Ziarah teramat sangat keren. Bangga. Layak dapat 
1,Barusan banget selesai menonton @filmziarah film lokal peama yang gue tonton dan berhasil bikin menangis @bewe_bw speechless lihat aktingnya @alitalit_
1,Bahagia telah dipeemukan dengan film keren ini 
1,Film Kaini bagus banget!!!! Wajib ditonton!
1,minggu lalu menonton #DANUR mau review senang juga sih film horor Indonesia sudah bagus lagi @CenayangFilm @ScreenSaversID
1,"#FilmKaini menginspirasi untuk berjuang menjunjung nilai kebenaran, bukan dominasi penguasa dan kekakuan budaya @LegacyPictures"
1,"10. Kalaupun mau bikin film horor, film Danur bisa jadi rujukan .. ringan tapi menakutkan "
1,Banyak moral yang bisa dipetik dari film wonder woman. Salah satunya adalah menjaga auratmu dari cowok hidung belang ?
1,Berikutfilm horor Indonesia berpendapatan tinggi dalam 10 tahun terakhir. Dapatkan tiket @DanurMovie di 
1,Trust me. #GetOut itu tipe film paling nyaman dinikmati saat kita tidak tau sama sekali filmnya mau kemana. Kalau sudah baca sana-sini ya beda
1,Nonton film #getout berbudget minim tetapi hasilnya sungguh tk diduga begitu jenius sampai memikir brulang apa yang sebenarnya terjadi
1,Ini salah satu film yang simple tapi hasilnya luar biasa. Ga aneh film #GetOut dapat critical acclaim.
1,"Dan saya bahagia karena film sebagus @filmziarah ditonton oleh mereka. Kalaupun mereka ditugasi gurunya, gurunya itu bagus #filmziarah"
1,"pokoknya kalian harus menonton film kaini, asli KEREN ! @LegacyPictures @Hanungbramantyo menonton di bioskop ya, buatannya susah lah"
1,"Film Kaini bagus banget, sebelah saya sampai menangis, ainya film ini mampu memberikan keresahan pada penontonnya."
1,"Ini film keren, banyak falsafah hidup. Salut"
1,"Males2an diajak lihat The Guys, karena masih merasa duit terbang percuma pasca menonton Hangout. Eh ini beda ternyata tjoy, film ini keren."
1,"Permintaan terbuka untuk warganet Indonesia. Jikalau ada waktu + kesempatan, tontonlah film ""Ziarah"". Salah satu yang terbaik yang pernah ada~ "
1,"Sampai hari ini, aku masih terngiang ngiang Film Critical Eleven, ya Tuhan. Betapa aku banyak belajar dari menonton itu. Hemmmm"
1,habis lihat Film kaini yang luar 
1,#filmkaini @Hanungbramantyo sangat layak untuk diapresiasi tinggi. Tak ada gading yang tak retak. Tp cuma retak samar. Film ini BAGUS!
1,"Di Film Danur, justru yang membuat saya terkesan sosok Asih. Expresi yang datar, tanpa kata membuat penasaran,... "
1,Danur seru banget film nya Yg belum menonton harap menonton #l4like
1,Film-film tersebut juga cocok lo ditonton bareng anak Anda. Yuk mulai menonton lagi film berkualitas dari Indonesia #BTInd
1,"Gue sudah menonton bang, sumpah pecah banget nih film karena berhasil bikin mewek nontonnya ? "
1,nih film komedi lucu banget bahasa jawa ://
1,Awalnya sih sempat khawatir setiap lihat film adaptasi dari novel takut tidak sesuai ekspektasi tetapi #CriticalEleven malah bikin speechless.
1,Salah satu film yang tidak pernah bikin bosan ditonton berapa kali pun: The Intern. Whatlovely film. @CenayangFilm
1,"Gk nysel aku bagi, sudah menonton vlog mu yang the guys dari awal sampai akhir, dan akhrnya terbayarkan sama film mu bang kern kali @radityadika serius"
1,Tadi habis menonton @GetOutMovie. Gokil sih premisnya. Keren lah itu film.
1,@ernestprakasa Slamat koh ernes atas kemenangan film cek toko sebelahnya Kita kuat karena kita beragam bukan seragam
1,"ini film keren banget bang Kekeluargaannya, cintanya, persahabatannya, komedinya dapat banget sumpah. Jadi makin cinta sama alfi. @radityadika"
1,Dan tiap scene Reza-Adinia ini selalu gold momen #CriticalEleven. Ini berdua memang sudah ditakdirkan jadi pasangan pulang cocok di film saat ini.
1,"Film yang keren, pemainnya menggembirakan meski banyak penonton menangis. #kaini"
1," @GreatBos: Jarang menonton film Indonesia Tapi. Yang judulnya Syahadat Cinta, bagus Pemirsa, Recommended .. Jalan ceritanya SERU! .. Hoo…"
1,ASTAGAH! FILM ORIT KELUAR LAGI LANJUTANNYA. 
1,"Masih belum pindah on dari #CriticalEleven dan ini bikin saya belajar satu hal. Buku yang diadaptasi ke film, tidak bisa kita samakan kualitasnya"
1,"Sudah menonton Critical Eleven. Menyenangkan kok, masuk kategori film Indonesia yang wajib tonton lah."
1,nah ini. coba menonton filmnya deh. asyik parah 
1,@unaazizah @yanskii Film keren
1,Lebih suka film yang bentar tapi menarik #DhikeFact
1,tidak sabar menunggu Bluray nya. pasti banyak spesial feature yang keren. lebih lucu kalau ada bloopernya
1,"Film The Guys wajib ditonton bagi kamu yang sayang orang tua, sahabat yang baik, creatif dan cinta kebebasan. Kereen banget kak @radityadika"
1,"Film The guys nya keren habis bang @radityadika . Lucu dapat, romance nya dapat, dan sedih nya juga dapat."
1,"41 Vlog dan menunggu 22 hari setelah tanggal rilis baru menonton, kece banget, cerita yang tak teebak sama sekali. Film THE GUYS @radityadika"
1,Kmrn menonton film THE GUYS di situ benar benar merasakan banget bahwa sahabat lebih dari segala2'' kenapa bang kalau bukan film selalu keren @radityadika
1,@Hanungbramantyo
1,Abis menonton film Kaini. Bnr2 menginspirasi dan makin membuka pikiran.
1,"baru menonton Kaini, salah satu film nasional yang sangat recommended untuk ditonton. saya menangis, campur aduk rasanya :'')"
1,Film Kaini *sangat niat banget lihat film ini dan keren sekali dimana banyak scene2 yang saya harus menitikkan air mata #filmkaini #kaini 
1,KAINI adalah salah satu film Indonesia beema sejarah terbaik yang pernah dibuat. Digarap dengan serius dan tema masih relevan dengan kondisi sekarang.
1,harusnya memang ://
1,Menurutku danur bagus dan cukup bangga dengan film horor hasil karya bangsa ini
1,Fargo juga adaptasi dari film yang cukup berhasil. Season 1-nya the best! 
1,637.000 wow ini sangat keren film horor dengan jumlah penonton segini dalam waktuhari @prillybie @danurmovie
1,@filmziarah film yang tenang dan menghanyutkan. Salut dengan Mbah Ponco yang bisa membawakan karakter Mbah Sri dengan sangat baik. #FilmZiarah
1,Film yang amat menarik. Kisah cinta & kesetiaan yang disajikan secara tidak biasa. Bikin kangen nenek. Recomended film @filmziarah #meiberziarah
1,"Nntn @filmziarah , film bagus, ada kalimenit penonton tidak beranjak tetap ngliatin layar padahal film sudah selesai, masih spicles sama akhirnya"
