sentimen,Tweet
1,mini giveaway berhubung aku ulang tahun aku mau bagi rezeki pulsa sepuluh ribu like saja mau mutualan boleh banget doakan aku ya diundi j 
1,mantan kamu yang berengsek itu jangan dilupakan justru dijadikan pengingat bahwa kamu pernah salah pilih dan dibego bego 
1,aryana tolong buka mata besar besar pilihlah syafiq biarlah sofea bahagia bersama adrian tolong laaaaaaaa murungnya aku kal 
1,buatlah cita cita kamu setinggi bintang di langit tetapi jangan lupa untuk membuat anak tangga perencanaannya cendekiabijak
0,kamu tidak laku laku unn 
0,aku try untuk lupakan benda itu tapi akhirnya benda itu buat aku jadi down ya allah tolong lah hilangkan kekecewaan yang ada 
0,iya kasihan donghae nya aku kelelep 
1,cantik boleh lah confess kat crush peluang kena reject itu senipis sel epidermis bawang je tang aku nih kalau confess hem 
0,aku juga pernah sudah kayak begitu dua kali tidak ada hasil percumaa
0,ku kira aku introvert ternyata karena tidak punya uang saja jadi malas ke mana mana 
1,cnta kamu ke aku itu kayak foto albm tau tidak dbalk2 tetap saja tidak brbh sama ky km yang tidak pernah brbh untuk menjadi yang terbaik untuk aku
1,ini yang buat aku semakin yakin indonesia akan damai jika di pimpin beliau 
0,aku fakap betul kalau nak pergi makan ramai ramai nak happy2 tetibe ada yang badmood woiiii nak makan je woiii 
0,kalau cewek kamu bising nothing is salah once cewek kamu sudah senyap everything is salah perhaps dia sudah ada someone yang 
0,pernah dan habis itu aku tidak berani bawa motor selama beberapa hari dan pas mau bawa motor lagi gemeteran begitu
1,aku natural killer walk in ajelah senang
1,jadilah seperti aku
1,sentiasa ingatkan diri jangan selalu tunjukkan kegembiraan depan orang yang sedang kecewa semoga aku sentiasa ingat 
0,gipewei lagi sedih nih aku seok jin rt fllw rep gambar seok jin tag kalau mau doakan aku juga tidak apa apa tidak juga tidak apa apa 
1,teman teman yang ada di jatinangor dan sekitarnya bisa tolong dibeli ya jualan bapak ini beliau jual kain lap keset dan sebagainya 
1,haha aku juga tidak mengerti tadi tetapi asal jawab saja
1,kelak jika aku menjadi orang tua yang akan kulakukan adalah meyakinkan anakku nak percaya sama ayah tidur siang itu men 
0,yang apa kamu mengabulkan doa ku untuk klosdonecepatnya okey kalau itu mau kamu 
1,aku terhibur hahahahahahahahahahahaha
1,ok but the bahasa melayu names for our malaysian burung selalu buat aku mudah terhibur contohnya burung berek ber 
0,makin lama rasa apebende lah aku melalut nih i better stop 
1,iya lucu memang dia aku berteman di instagram
0,dear makhluk hidup disekitarku kalau mau tau tanyakan langsung ke aku saja tidak usah lewat orang lain lumayan kan tidak 
0,member aku adek cite kat aku yang dibreak up dengan gf dia time dia cerita suddenly dia menangis he 5 tahun bersama kot 
0,hati aku kecewa aku sedih aku aku seorang je tahu orang lain tak tahu 
1,lhaa kaann ancene aku arek e kurang pintar wayah e aku koncoan terus ya ambk arek e siapa mengerti kecipratan rejeki
1,give away time untuk merayakan ulang tahun namjoon dan ulang tahun aku aku adakan give away photocard dan juga album love 
1,kak mau juga
0,kepada para suami aku menasihati jangan forward gambar nih kepada isteri aku baru forward tadi 
0,aku tak paham betul lelaki tak suka perempuan pakai makeup 
0,wasyuu 
1,kamu adalah yang ia inginkan untuk menjadi tempat persinggahan terakhirebesar itu harapannya kepadamu jangan mengecew 
1,aku dulu lahir di yoyakarta yoyakarta dijuluki kota berhati nyaman pantas saja aku langsung pakai hati kalau sudah nyaman sedikit 
1,guys aku jumpa ayat yang berguna untuk digunakan time korang tengah putus asa sabar terbahagi kepada dua iaitu sabar 
1,kepada fresh grad yang tengah cari kerja boleh try amalkan zikir dan semua doa nih alhamdulillah lepas amalkan nih aku pon dapat 
0,at least datang balik meminta maaf ok lah daripada hilang dari radar tinggal aku tanpa pesan kamu ingat senang ke nak stick to 
0,macam mana nak tidur kalau still pikirkan orang yang kita sayang ok ke tak itu tidurnya lena ke dia pelukan aku tak kakak 
1,kalau akhlak mereka lebih baik kenapa tidak kalau mereka lebih bisa menghargai melindun 
0,aku betul betul nak mintak bantuan korangemua untuk cari haji loqman bin haji azli nih mugkin korang tak kenal tapi mugkin 
0,her miss kan taman safari jauh iya di pasuruan aku malas nganterno andrew kesana kalau taman safarinya tak undang ke ru 
0,14 modal nomad 15 ribuan dan sekotak popcorn modus mesum dilancarkan pertama tama kamu merasa aneh lama lama kamu izinkan maksiat
0,terkadang allah kasih tahu kalau sesuatu itu bukan buat kamu dengan cara yang menyakitkan 
0,back then in school cikgu semua macam eh jangan bercinta sekarang nanti kat uni lagi handsome handsome kamu jumpa now i 
0,masih ingat lagi tak macam mana mula mula kita kenal dulu awal nya aku tertawa dan akhirnya aku menangis 
0,kalau tak bersungguh nak jaga aku boleh je berhenti berpura2 aku boleh jaga diri aku tanpa memaksa kamu kamu tak perl 
0,iya hubungin aku saja ya butuh dosa berapa banyak lagi wkwk
1,buat dong aku kan juga istrinya daniel 
0,kalau mahal service bagus tak apa ini streamyx aku kat rumah pun barai 
1,hihi look at the face lepaskan aku tak mau kamu bau ikan bagi aku mandikan dulu namau nameow catsoftwit 
0,sejauh aku berjalan sampai dahlia baru perasan tertinggal labcoat kat dinamik bro
1,guys today aku nak rekomen kat korang movie2 yang best some of kamu maybe belum pernah tengok film itu lagi aku tak berapa pak 
0,sudah waktunya aku mulai menjalani hidupku sendiri mello death note 
0,menampak lah orang lain semua uang muka gambar kawin dengan husband aku je uang muka gambar ambil sendiri 
1,tolong lah hari ini je sudah banyak sangat tertawa krem perut aku yel
0,i do not know lah nak kata macam mana sekarangebab aku seorang yang rasa sakit sok orang lain do not judge me
0,mu gemas banget adminnya aku tidak jadi marah 
1,begitu tuhan yesus berkata 'aku dapat menggantikan rasa frustasi di hatimu dengan damai sejahtera my bos my love
1,aku doakan lelaki yang tengah kerja cari duit untuk pasangan masing masing diberikan kesehatan dan dimurahkan rezekiemo 
0,bisaan saja kamu naruto padahal memang ingin nyium tetapi mukaku yang disalahkan begitu lt 
0,keluar air mata jantan aku baca 
0,siapa dapat first impression macam niumpah aku ingat kamu dulu sombong gila orang pun cakap kamu macam sombong aku p 
0,wah pas menonton berita ada yang dilamar pas wisuda jadi ingin aku itu tapi yang nak melamar pon siapa 
1,teman teman yang ada di jatinangor dan sekitarnya bisa tolong dibeli ya jualan bapak ini beliau jual kain lap keset dan sebagainya 
0,aku merasa seperti aku tidak bisa melakukan apapun tanpa elfungmin 
0,dalam instagram facebok twitter cantik depan depan tak ada lah cantik mana bagitahu akuekarangiapa je yang nak upl 
1,bersyukurlah hingga kamu lupa rasanya kekurangan tulisanirin jumat berkah 
1,sebegitu kangennya ya mbak sama aku 
0,bayangkan kalau posisi kamu lagi di bwah dan orang lain melihat kita rendah karena materi yang kita punya
1,hidup ini adalah pilihan yang harus kamu pilih
0,lah haha sorry2 akualah paham 
0,receeehh ah kamu
0,sekurang kurang nya rm100 kalau budak yang miskin kamu natural killer suruh macam mana meminta sedekah ke setelah itu bila tak cukup kamu 
1,if sih keli itu boleh jadi femes apantah lagi aku kan haha 
0,hati aku kecewa aku sedih aku aku seorang je tahu orang lain tak tahu 
0,mau beli barang di shupe harganya sepuluh ribu tetapi ongkirnya 25ribu kesal banget deh wheres the justice though aku jadi kayak be 
0,aku masih butuh selang waktu untuk mengerjakan visualisasinya biar mampus kalian menunggu sampai 3 kali rasakan p
0,kok begitu sama aku
0,aku kira aku introvert ternyata juga pedopil 
1,sayang lagi sakit jadi aku harus sentiasa ada buat sayangku 
0,oh my god kamu jangan buat aku tidak kentaki fried chicken ppagi cmni 
0,ada yang mau serius tapi aku nya masih raguuu bagaimana donggg ya sudah jangan dikasih harapan dianya kasiaan 
1,i liked a video aku tanya pak jokowi pakai bahasa jawa 
0,kalau jadi atasan tidak usah sombong2 deh menindas karyawan apa kamu langsung jadi milyuner melarang orang tidak masuk karena ada 
0,kayak woojin kesringan barengih dasar anak kembar 
1,okaay nggapapaa aku meminta doyoung saja terima kasih ya 
0,kalau tak bersungguh nak jaga aku boleh je berhenti berpura2 aku boleh jaga diri aku tanpa memaksa kamu kamu tak perl 
0,dulu waktu kecil aku bercita cita ingin menjadi seorang pengkhianat 
1,aku terima nikahnya dengan mas kahwin bacaanurah al fatihah dear future istri nanti kita kahwin saya sedekahkan al fat 
1,le makan samyang yuk aku sudah lama tidak makan samyang sudah lama juga tidak disayang
0,itu lah dulu aku paling malas natural killer kutip sebab malu kot mintak duit kita orang
0,rama tidak usah ganggu aku sama karya ya tolong 
0,jangan begadang jangan minum2an soda jangan kamu pilih dia pilihlah aku yang mampu mencintamu lebih dari dia 
1,pergi kedai bawa lah adik aku teman pasti paman itu tanya nih anak kamu ke muka sama haha muka aku macam orang sudah kawin ke doh
0,tadi memikirnya begitu ingin marah juga tetapi apalah aku ini hanya orang kecil tidak punya pengaruh jadi ngegasnya sia sia kwkwkwk 
1,aku suka mie sedap kalau di tumis ulang pakai bawang merah bawang putih telur daun bawang irisan ca 
0,nak tunggu orang reply email memang lambat ah citenya aku nak settle kan bulan nih juga 
0,rlt mutualan yu yang gamasalah aku suka rt in tidak sama twit receh rt ya dan aku ada tapi ikuti kalau tidak maafkan aku 
0,sedarah aku buat hal pergi kenduri kahwin lepas itu ramai sangat orang lepas itu risau tak dapat tempat duduk maka htt 
1,jika aku jadi ratumu maka pasti kamu rajanya ya kan 
0,boleh kot kalau nak buat insta cerita takyah jerit jerit banget kamu telinga aku cukup biasa biasa pun orang sudah dengar 
0,orang selalu kata aku penat when dia sebenarnya tengah rasa sedih 
0,aku beria sekalipun bukannya kamu nak appreciate 
0,aku harap dia tak jual fhone 8 dia semata nak beli xs itu 
1,aku penggemar mie burung dara enaknya menyambung terus
0,assalam macam mana lelaki boleh ingat jalan jauhelekoh belok2 tanpa rujuk maps even pernah pergiekali je kalau aku 
0,kalen kalen pada jahad sama aku 
0,weyhh tolonglah paham aku sakit kamu langsung tak kesah aku baru balik daripada klinik aku gagahkan badan aku untuk 
0,lebih baik aku seperti kopi yang dibiarkan membasi daripada kamu sapa tapi sekadar basa basi 
1,nih kalau suami aku panggil sayang macam nih we're pergi make babies right after 
0,aku confuse dengan penjual kita malaysia nih macam asyik tunjuk kekayaan je nak jual ke nak show off tunjuk kekayaan then 
1,be strong bro 
1,di antara buku buku kesukaan yang kaubaca sampai malam kian jauh dan sendiri aku ingin jadi buku yang menelungkup di di 
1,cerita hari ini aku baru beli 2 hamster biar tidak kesepian saja sih di rumah aku pandaaaang terus mereka berdu 
0,sudah tidak usah bawa perasaan dia itu mengetik cuma pakai jari jadi kamu bacanya pakai mata saja tidak usah pakai hati 
1,tak perlu takut untuk meninggalkan sesuatu yang tidak menghormatimu masih banyak kesempatan untukmu menjadi lebih terhormat jika kamu berani 
0,hati aku kecewa aku sedih aku aku seorang je tahu orang lain tak tahu 
1,let me make this clear apaan dalam hidup nih kan kalau kita xrasa gagal kita xkan ada motivasi dan 
0,1 mau aku postedih karena tidak bisa menonton homeshake amp mild high club di jakaa dan cosmo pyke diingapore 
1,ya allah aku berlindung kepada mu dari siksa kubur dari siksa neraka jahanam dari fitnah hidup dan mati dan dari f 
1,kuis lagi kuis lagi memang daihatsu baik banget yaahabat bagi bagi hadiah pulsa terus kuis kali ini kamu harus menebak 
0,sakdurunge koe dadi uler aku sudah dadi kupu dadi saranku rasah perlu ngetoke goblokmu nganggo coro mbanggake bab nakalm 
1,stay beside kamu was my job hehe sayang kamu 
0,sudah lah cpk aku
0,sedih bila aku dengan cerita dari patient aku huhu makcik nih masuk ward sebab heart attack baik sangat suka tegur aku senyu 
1,haha terhibur betul lah wkwk semua tempat dia tiful kan ingat ke aku seorang je perasan salah ketik dekat caption itu 
1,fams sama aku yuk 
0,aku menangis nih 
1,aku cuba nak amalkan sikap pergi mampus tapi sayang aku gagal sebab aku jenis mudah kasihan dan mudah memaafkan 
0,aku ditusuk dari belakang sakit 
0,selama nih memang ketinggian tk pernah jadi penghalang rupa yang selalu menjadi penghalang 
0,sedihnya rasa kadang kadang bila doa yang aku doa termakbul walaupun aku bukan hambanya yang terbaik allah tau apa yang kita pe 
0,i baru 3a hem mengecewakan hang takmau a itu mau kat aku ' 
1,wkwk begitu lt berdoa saja kamu lip yang banyak semoga ganteng wowognya 
0,tapi aku tgok lelaki asia pun paling banyak lpas kawin badan naik dan boroi 
1,sudah tau ikon dari jaman menang yang aku suka pertama itu taehyun terus suka yunhyeong aku dukung ti 
1,gila belikan aku dong kak 
0,wanita yang paling malang di dunia adalah wanita yang tersalah pilih suami isteri adalah cerminan suami cantik suamimu cant 
0,me doin math paper 1 hshshshshshsh bodoh asal takama dengan jawapan aku hshshssh 5 minit lagi tembak 
0,gila punya perempuan gaduhikit sampai 7 bulan tak tegur lelaki gaduh hari nih esok sudah stable sesama 
0,yang aku blja a yang kuar ujian b yang aku jawab c dan aku dapat gred tidak eh taknk lah yang dapt btul2 a 
1,kalau kamu mau dihormati harus mau menghormati
0,makin aku besar makin banyak perkara yang aku pendam dan tak kongsi dengan orango jangan pelik kalau aku sudah tak kuat semb 
1,tolong lah setiap hari itu sebelum tidur tanya diri sendiri dan self reflect perangai babi sampah apa iya aku buat hari ini 
0,tadi pamitnya tidur tapi aku cek instagram di direct message kamu kok ada hijau ijonya ya 
1,bibi adikku sih cantik suka banget lihatnya kalau kamu lagi senang tidak tau kenapa jadi ikutan senang bi pos 
0,jangan jadi kompor kamu ya jeffan
1,aku ikut habib lutfi saja rois aam jam'iyyah ahlith thariqah al mu'tabarah an nahdliyyah yang meminta menurunkan bendera yang k 
1,oh my god kamu harus melihat ini bigolive 
0,orangnya ganteng wangi murah senyum asyik lemah lembut tapi mengetik aku masih aku selamat tinggal mas 
1,jadi dirimu sendiri agar ketika seseorang mencintai kamu tak perlu takut jika dia akan temukan dirimu bukan orang 
0,meminta ais batu je lah anjir 
0,iya sabar aku adalah tiap ada jeno selalu melesat mengetag kamu 
0,oh my god batuk aku berdarah adakah ini jumat yang terakhir 
1,saat ditanya aku hanya diam dan mengangguk kutahu bahwa dia orang yang baik
1,aku pakai himalaya neem mask juga begini kok bagus memang matull banget
0,kepada perempuan yang tak tau leher itu juga aurat tak kisah lah kamu pakai turban ke serban ke lantak kamu parents kamu t 
0,lah aku itu susaaah orang sedikit sedikit kepikiran makanya anaknya gampang pusing dan stres sendiri 
0,hati aku kecewa aku sedih aku aku seorang je tahu orang lain tak tahu 
1,selalu buat macam nih setiap kali menampak peti ais kat dapur haha
0,dulu waktu kecil gue memikirnya tidak apa apa sekarang jelek hitam dekil buluk nanti gedenya cakap sampai sekarang sudah 13928174 
1,idola aku banget itu mbak 
0,itu ah pelik aku sunyi sepi damak haritu 
0,kenapa ya mimpi itu langsung lupa padahal semalam aku mimpi mendapatkan kamu tapi sekarang lupa caranya recehkantwiter
0,mau menangis banget aku pas ngerujuk pasien pakai ambulance nih mas gojeknya bantu bukain jalan padahal beliau bukan k 
1,sesungguhnya penguasaan diri adalah penanda dari kedewasaan seseorangelamat buat kamu yang memang benar benar sudah b 
0,aku pun tak paham dengan diri aku 
1,haha pasti buat buat terkejut eh sudah sampai aku tumbokk muka kamu kang 
0,boleh pendidikan layanan khusus dio lagi langgar lampu merah kita simpang natural killer belok kanan aku sempat nepik lagi time kereta merc dari kiri natural killer 
1,karena presentasi hari ini lancar aku mau bikin tidak album only ingin versi one versi saja no need to follow tapi 
0,aku malas nak ikut perkembangan latest iphone xs itu haha sebab tak check pun kalau korang boleh tolong bagitahu kat 
0,kenapa aku jenis reply chat orang cepat nak mampus sedangkan orang itu lepas sejam baru dia reply and aku boleh terima deh 
0,misalnya ada suatu kondisi di mana aku benaran lagi galauin km terus km mentwit galau seolah olah itu buat aku padahal buat orang lain itu babi namanya 
1,shopee kamu apa mau dong
1,laksanakan segala apa yang diwajibkan allah niscaya kamu menjadi orang yang paling bertakwa hari ath thabrani 
0,sudah kayak begini saja masih di bilang malas teman teman aku baju sama celana dalam nya saja juga masih di cuciin emak nya 
0,mbaknya takut kamu marahi makanya bilang tidak kalau mau coba tanya sekali lagi tapi pas kondisin 
0,crush kalau nak tegur iya tegur kalau suka cakap suka daripada kamu dok tengok je cerita aku tak pernah missebb 
1,aku cinta segala promo grabfood karena bisa makan burger mc donalds seharga ayam geprek 
1,aku mungkin luaran menampak happy go lucky sentiasa tersenyum dengan orang sekeliling friendly gelak tertawa sampai berdekah a 
1,aku cinta w1 
0,aku menyerah bapa
0,apa yang kamu nak sebelum meninggal aku nak sebelum aku mati allah ampunkan semua dosa aku dan matikan aku dalam kead 
1,done menonton dilan 1990 2018 dari start film sampai habis aku senyum seorang nasib baik tengok sengsorang kalau ram 
0,kamu salah wiwin manusia itu buat teman hidup bukan untuk berharap berharap itu sama tuhan allah 
0,enggak ingin suuzan dulu kupernah begini yang hilang charm begitu kejadiannya sama persis aku memamerkan 
0,kenapala aku taktegur kamu tadi hem padahal niat aku nak tegur kamu nak jadi kawan macam sebelum sebelum nierious aku t 
0,walaupun diri ini sudah hancur percayalah aku cuba juga untuk membahagiakan orang sekeliling tanpa putus asa itu sahaja ya 
0,kenapa aku menangis baca komik nih 
1,aku mau 
0,semua masa lalu biarlah berlalu tapi rasa sayang aku ke kamu tidak bakal bisa berlalu begitu saja aku sayang kamu ' 
0,aku kenapa kena taboks juga a jadi teman papa belum intel 
0,aku mau ngutuk rizkiko boleh tidak 
0,bukan coba kamu lawan sakitnya bukan coba kamu tentang sakitnya bukan coba kamu melupakan sakitnya tapi coba terbiasa dengan 
0,bagaimana cara biar aku tau perasaanmu yang sebenarnyaa 
1,doa untuk ibu dan bapa ya allah ampunila 
0,jika engkau tidak mentakdirkan dia untuk ku aku sangat berterimakasih engkau sempat mempertemukanku kembali dengan cipt 
0,kadang meskipun kamu yakin telah melupakannya sebuah lagu mampu membawa semua kenangan indah bersamanya kembali ke pikiranmu kmutiara
0,masuk tandas pun bayar ok mana ada free nak main bagi bagi 
1,tampil sendiri atasi diri hadapi audiens lakukan perlihatkan ssuatu 'skill mu sampai tuntas buat semua kagum p 
0,aku tak paham betul jenis orang malaysia yang tak mengerti nak sangkut balik hose itu aku geli bodoh nak pegang 
1,ciri lelaki idaman aku um kena sama macam ayah aku 
0,sumpah annoying weh itu masalah kamu jangan expect aku selesaikan 
0,aku nih malas nak layan orang kang tak layan kang kasihan sudah layan kang fake hope haiyo apa nak buat nih 
1,sikaaat ajaaaa sissst sikat bajunya celananya biar bersih wkwk canda ding kalau bisa tidak usah sikat sih 
1,shuhuaama sih tapi aku suka banget sama makanan jepang 
0,aku traumatised tengok fjdjksj kenapa pun dub japanese 
0,untuk kawan kawan aku yang hisap rokok itu aku sayang korang kalau boleh berhenti iya guys mungkin bukan sekarang kena 
1,aku pun nak cari rezeki halal bisnes online dengan cara betul tak akan aku nak menipu orang pula kan
1,cepat sembuh sayang semoga kamu selalu diberikan kekuatan dan allah angkat sakit kamu segera yaaemangat a 
1,selamat bertambah umur kamu semoga kamu sehat selalu dan dipanjangkan umurmuemoga kamu selalu di 
0,bangsat ditampar gue
1,hai aku kita kedai mamak nih tiba tiba keluar nudes kita lini masa aduh haha
0,malu betul aku ada junior macam asheeq ali nih yihhhhhhh 
1,walaupun maut memisahkan kita aku akan selalu mencintaimu menyayangimu setulus hatiku fellychibi 
0,kadang kamu harus berhenti peduli pada seseorang bukan karena membencinya tapi karena dia tak pernah menyadari pedulimu katabijak
0,bengis nya perempuan itu tengok aku haha xhabis2 dendam nya kali dengan aku nih semenjak asasi lagi 
1,hari ini aku akan berusaha untuk bersinar dengan awan berjalan beriringan dan tetap memuja kebebasan hanyutku
1,rindu kamu tapi takpa lah aku doa dari jauh jeemoga tuhan beri perlindungan pada kamu 
0,maaf lah aku memang turn off betul kalau perempuan pergi clubbing niebab aku sendiri tak pergi kamu bayangkan sempit sem 
1,mantap nih kata kata pak jokowi aku dan para avengers lain siap untuk mencegah thanos menghapus setengah dari populasi j 
0,bodoh betul aku terhibur bodoh ada member ceni 
1,anak jiran aku umur 3 tahun bagitau 'bf kok gay kak sebab itu dia sudah tak mau pegang tetek kok laangsung' hahahahahaah 
1,muhammad aku muhammad aku dengarkanlah seruanku aku rindu aku rindu padamu muhammad aku
0,sakit hati bila dengar kisah orang kalau sini sendiri entoh le memang aku mengamuk 
0,aku hanya ingin melindungi mereka walau harus menjalani penderitaan seperti apapun nagato chapter 373 quoteui
0,orangnya ganteng wangi murah senyum asyik lemah lembut tapi mengetik aku masih aku selamat tinggal mas 
0,bukankah pantas jika aku merasa berbeda 
1,jangan lupa salat jumat ya sayang aku jelek ya sayang ' bukan biar ganteng ih itu kan wajib oh kiraan terima kasih 
0,jika aku memanggilmu jangan tanya kenapa aku memanggilmu itu karena aku rindu tanyalah hatimu rindukah kamu denganku aseq 
1,seseorang yang bisa membuat aku sering merasa khawatir berarti dialah orang yang sangat aku sayang 
1,hihi look at the face lepaskan aku tak mau kamu bau ikan bagi aku mandikan dulu namau nameow catsoftwit 
1,ini yang namanya indonesia ini yang namanya toleransi ini yang namanya bineka tunggal ika peti jenasah pendeta oma palese man 
1,aku mau
0,aku dan kisah miskinku 
0,aku nak tengok sampai bila nak berlakon bodoh itu 
0,amit amit ya allah 
1,oh my god kamu harus melihat ini bigolive begitu pada kemana saja 
1,ngikik baca beginian siang hari
1,wahai manusia yang aku suka terima kasih sebab support aku serta ada ketika aku gembira dan duka kamu memang anugerah 
0,mu gemas banget adminnya aku tidak jadi marah 
0,11 pernah hehe 12 pernah sekali dan aku menyesal 
1,lipstik yang creamy kayak purbasari begitu bibir aku kering kalau pakai itu enak tidak kelihatan kering
1,gemas kan aku oenyoe getoh cmiew jfclosedday
0,kita kamu saja please tidak usah ajak ajak aku 
1,gue dinyanyikan raisa lagunya mantan terindah ya allah aku terharu 
1,kenangan yang paling indah itu ialah ketika pertama kali kamu cumbui aku sayang 
0,dom malang nih kamu 
0,kecewa juga bila kita ingat dia sudah tidur sebab tak reply whatsapp tiba tiba tengok dekat instagram boleh pula reply direct message orang 
0,kamu serupa kegagalan mematahkan tapi ingin terus kuperjuangkan 
0,maaf wehebabusahkan kamu aku tak suka bila kawan aku cakap macam nih kamu kawan aku jadi tolong kamu itu sudah macam tan 
0,aku kalau sudah sakit hati dengan orang muka orang itu pun aku malas tengok 
0,askmf aku mau kasih kado earphone ke gebetanku tetapi gagal jadi pacar terus kutilisin dengarkan apa yang kamu mau dengar jang 
0,mengetik kangen aku itu hapus tidak mau tag orang nya ldmstro 
0,commitmentetakat kehulu hilir together tapi tak put effort nak kahwin baik tinggalkan je bazir masa 
1,teruntuk kak rehan kamu yang sabar ya 
1,terus dia sharing2 begitu deh sama memberi motivasi gue sama memberi petuah2 kalau kamu ingin kayak amp nikah di umur sebelum 30th 
1,belum start kuliah aku sudah ponteng haiz apa nak jadi haha
0,sudah kenapatudent poal nih aku login accendiri nak buat entranceurvey tapi keluar profil orang lain yang aku tak kenal
0,dan aku hanyalah penyelam dungu yang mengira mengira lautmu tak berombak harus aku sebut apa rasa ini kosong dan rendah gair 
1,iya tetapi ada lagi tempat paling indah aku mau tunjukkin ke km dengan semangataya bawa dia ke tempat titik favorit saya 
0,ada masa dimana namamu adalah yang paling aku tungguedangkang sekarang datang masa dimana sebisa mungkin aku berharap tak me 
1,kalau aku berjuang terus sampai akhir aku pasti akan menemukan jalannya matsukaze tenma 
1,hsjsjs aku juga apalagi kalau dilihat dancenya 
0,kamu itu cari kebenaran atau justru pembenaran kamu do kamu i'll do me 
1,selamat berehat mr acappan antara pelawak aku suka amp evergreen selainathiya 
0,member aku adek cite kat aku yang dibreak up dengan gf dia time dia cerita suddenly dia menangis he 5 tahun bersama kot 
0,nih kalau aku rt orang beranak mau efa tk natural killer beranak kalau tegak 
1,senang senang je aku diperbodohkan duluob bro 
1,mengantuk aku tidur dulu jangan khawatir besok aku masih mencintaimu seperti biasanya besok aku masih mengirim pesan seperti 
1,mau direct message aku
1,karena aku percaya allah sudah mentakd 
0,tipu je aku tak pakai makeup 
0,lagi duit aku sudah habis aku lagi lost kamu hais 
0,aku percaya kamu sebaliknya yang tidak kupercayai adalah diriku sendiri aku tidak punya kepercayaan diri untuk mencintai celty
