sentimen,Tweet
1,semga indonesia lawyers club tetap jadi memberikan informasi yang benar
1,"acara debat yag hebat, keren #ILC"
0,Yang di tunggu bukan acara televisi tapi INDONESIA LAWYERS CLUB. TVshow tidak cocok dengan karakter siaran tvone!
0,"Indonesia Lawyers Club TvOne malam ini sepertinya batal tayang lagi. memalukan Rezim ini terlalu sakit, sehingga takut hypertext transfer protocol://facebook.me/18pYNAcs"
0,Potensi teroris sangat besar. Jangan bikin pernyataan yang memberi peluang pada teroris #ILC
0,"Indonesia banyak masalah tetapi tidak ada sikap tegas dari pak presiden, ditanya di demo malah sibuk pencitraan & unggah video tidak penting! #ILC"
0,"Kalau melihat acara #ILC Membidik Habieb Rizieq, Habieb tidak perlu pulang ke Indonesia. Ga penting. Ga mutu."
0,"@Busyro_Muqoddas : Minoritas ekonomi kuat menguasai Mayoritas Ekonomi lemah, tidak pernah dibahas, inilah sumber radikal, miris #ILC @karnii"
0,sekali lagi mengingatkan @aniesbaswedan untuk jaga jarak dengan Islamis radikal jika tak ingin melihat bangsa ini hancur. #ILC
0,omongannya tidak menarik. tidak berisi. #ILC
0,Anis difitnah katanya dia... #ILC
0,Sebuah pertanyaan kepada metromini untuk dijadikan metronome yang dibentuk oleh kemacetan yang cukup padat di berikan oleh putra petir. #indonesia lawyers club
0,"buat para pembela AHOK, Cek cara berpikirnya, masa kalah sama ANAK SD. #AhokHarusDipenjara @ILC_tvOnenews #ILC"
0,@MataNajwa kok kayak provokatif ya pembawa acaranya. Beda kelas dengan #ILC @ILC_tvOnenews
0,"Saya pribadi tidak suka dengan acara Mata Najwa dan ILC, tidak menyelesaikan masalah kayaknya. #mata najwa #ILC"
0,Benarkah kebohongan yang diulang-ulang... #iLc
0,Diracun dengan pujian.. #ILC
0,"malas menonton, Topik #ILC tidak kekinian."
0,Meskipun kebohongan itu lari secepat kilat satu waktu kebenaran akan mengalahkannya #ILC
0,"orang yang namanya tampang Nabi tetapi hati Iblis, sesuai dengan pernyataan pengacara Nazarudin #ILC"
0,"para pejabat sedang sibuk membicarakan ""HAK ANGKET"", #ILC tv0ne hypertext transfer protocol://facebook.me/2RGmoq4cL"
0,saya paham bahwa saya gagal paham...  #ILC
0,"berbicara sebegitu panjang, tidak dapat maksudnya mau apa... #aneh #indonesia lawyers club"
0,"Sumpah lihat mukanya #FahriHamzah di #ILC ingin gue lempar pakai sepatu,, menyebalkan banget"
0,Percuma pak. fahri dower itu masih sakit hati sama KPK. #ILC
0,"DPR TERUSIK,, KPK DIBIDIK #ILC"
0,@ReflyHZ Ajarin dewan tentang hak angket !!! #ILC
0,"Saya rakyat, tetapi saya juga kadang tidak senang lihat cara nya yang superbodi, kok sepertinya tebang pilih juga.. #ILC"
0,#ILC merajut jakarta kembali setelah tercabik cabik karena kepemimpinan masa lalu
0,"@karniilyas maksudnya, cinta akan uang adalah akar kejahatan #ILCTVOne"
0,Makin hari makin geram melihat tingkah laku dan akhlaq oknum yang mengatasnama kan ISLAM #ILCTVONE
0,"Pembohongan publik itu, ketika rambut sudah putih beruban tapi di cat hitam #ilctvone"
0,"#MataNajwa meskipun beda kelas sama #ILCTVOne kenapa masih bebas tanpa pembatalan, Tanya kenapa?????"
0,"Nonton ILC tokoh betawi bilang, orang betawi itu gampang intinya, ""bacot kamu jaga.."" jadi itulah intinya.. #ilctvone"
0,"Merajut kembali Jakarta? Gampang kok. ""Bacot kamu jaga"" #ILCTVOne"
0,buya safii maarif yang lebih tua kalah bijak dari nasihat bung eep yang jauh lebih muda #ILCtvOne
0,Merampas hak dasar sebagai manusia harus batal demi hukum #ILCTvOne
0,Pihak polisi kasihan jadi terlihat sangat bodoh berhadapan dengan argumentasi hukum dan pakar IT #IlcTvOne
0,"itu bapak Abi Manyu kasihan.... beliau tidak paham WhatsApp, miris #ilctvone"
0,Bintang #ILCtvOne pun muncul #AaGym Tidak ada partai atau tokoh manapun yang sanggup menggerakkan orang hypertext transfer protocol://facebook.me/2WDYOkqZU
0,"Menghimbau jangan terprovokasi, tetapi memantik kebencian.. Tidak meneduhkan tetapi membuat mendung.. #ILCTvOne"
0,Tindakan anarkis pada saat aksi bukan oleh pedemo #ILCTvOne #SaveHmI
0,"Sepenting apapun itu, ingat kita akan mati, seram #ILCtvone"
0,"siapa lagi? ketua preman pasar ikutan berbicara, memalukan #ILCtvone"
0,"jangan karena cuma jaga moral dari konten porno, negara ini darurat radikalisme, mau tunggu perang kayak di suriah baru komisi penyiaran indonesia sadar? #ILCTVONE"
0,kami butuh fakta bukti bukan hanya berbicara kebohongan #ILCTVOne
0,Kasian ya yang bapak bapak berpeci pakai batik merah tadi air mata nya dikeluarkan cuma karena ahok #miris #ILCtvone
0,"Syaiton itu musuhmu, jangan dijadikan sebagai teman Manusia bisa kesetanan, tetapi setan tidak bisa kemanusiaan... #insyaflahwahaimanusia #ILCtvone"
0,"#ILCtvone mendengar cerita bu marwah aku merasa bodoh, memalukan"
0,#ILCTVONE ini bang gaya nya benar benar pemikiran liberal miris sekali
0,Sesat pikir para pengamat #taxamnesti #ILCtvone
0,berbicara kelamaan ribet #ILC
1,"ih lucu, mas kick andy nya senyum senyum saja"
1,menonton pak hasan Merkids di kick andy sangat menginspirasi salut pak hasan
1,cara Ubah Mimpimu Jadi Tindakan Kick Andy
1,Kickandy gila #kickandy
1,"Terima kasih sudah menonton acara #kickandy episode ubah mimpimu jadi tindakan, semoga bermanfaat"
1,Temukan lentera jiwamu #kickandy #mahasiswaum
1,Agung.. Saya akan undang lagi.. Untuk bercerita banyak tentang perjalanan kehidupanmu.. #KickAndy
1,PARA MUSISI YG MENGGELORAKAN SEMANGAT NASIONALISME DAN KEBHINEKAAN UNJUK GIGI #KICKANDY NKRI HARGA MATI...
1,Anak2 mulai berimajinasi. #kickandy
1,CARA GILA MENDAKI GUNUNG #KickAndy Luar Biasa Mantap Jiwa
1,sayangilah alam niscaya alam akan menyayangimu #kickAndy
1,mantan narapidana pun dirangkulnya untuk dicarikan pekerjaan untuk menjalani hidup yang lebih baik lagi
1,Agung @eevnxx mampu membuktikan sebuah karya yang mengagumkan bisa dihasilkan dengan belajar secara otodidak
1,Salah satu kejadian yang membuat penonton tertawa saat agung hapsah muncul #KickAndy
1,Agung akan diundang  Untuk bercerita banyak tentang perjalanan kehidupanmu.. #KickAndy
1,Jatuh lalu bangkit Untuk membantu sesama #Kickandy
1,Rasa bangga itu ada setelah saya bisa menyumbang karya kecil buat NKRI Ronny #KickAndy patut acungi jempol
1,"Sahabat Gimbal Alas, nanti malam jangan lupa ya menonton #KickAndy Cara Gila Mendaki Gunung ala Cak Tarpin"
1,"Hanya orang takut yang bisa berani, karena keberanian hypertext transfer protocol://ekhs7903.sama.nomor1.com/ekhs7903/menulis-adalah-kesenangan-saya.htm … #kickandy"
1,#kickandy Anda hanya dekat dengan mereka yang Anda sukai. Dan Anda menghindari orang yag tidak Anda sukai
1,Anak 16Th yang berpikir dewasa mampu mampu membiyayai sekolahnya sendiri dengan cara membajak sawah #kickandy @Metro_TV @MetroTVToday
1,"kangen lagi menonton #kickandy sama ayah, ayah langsung bilang, seharusnya kamu bersyukur"
1,#kickandy @KickAndyShow siang ini juga jadi ajang reuni sahabat kosti DKI dan kosti Jateng
1,Bapak ku lucu ya #kickandy
1,"besok pagi harus UTS, jadi pulang lebih dahulu cuma foto bareng gambarnya #kickandy @KickAndyShow"
1,Bahagianya Masuk Tv bersama Kawan #kickandy @ Kick Andy… hypertext transfer protocol over secure socket layer://www.instagram.com/p/BTGua2KhkXQ/
1,Keren dan kocak nih tamu #kickAndy mereka-mereka yang memang lomba design yang berasal dari Malang
1,"lucu nih bapak, bikin tertawa terus, persis kayak di televisi #kickandy hypertext transfer protocol://ift.tt/2o1rW9W"
1,Terima Kasih #kickandy sudah menginspirasi saya membuka mata banyak orang karena kesetiaan yang teruji itulah Cinta yang sesungguhnya
1,Cinta itu agung. Tuhan itu luar biasa. #KickAndy
1,riasan terbaik seorang wanita adalah semangat dan rasa percaya dirinya.. #kickandy
1,Nonton #kickandy. Menginspirasi sekali
1,"#kickandy kita mendukung Ahok, karena orang baik @KickAndyShow @Metro_TV"
1,Mantap pak ahok #kickandy
1,Manusia bersih pasti berani #KickAndy #TamuAhok
1,Suka dengan nasehat Pak Analta Amir yang meminta Ahok menyaring ucapan #kickand
1,"Nonton #kickandy Menarik, membuka pikiran, menginspirasi. Sukses selalu"
1,inilah jagoan saya!! haha #kickandy
1,Salut lah sama orang orang kayak begitu #kickandy
1,@KickAndyShow semoga tambah oke dan panjang umur. semoga acara nanti malam lancar #kickandy
1,Ajang orang-orang saling menginspirasi. #kickandy #kickandyheroes2017
1,"Suara Penta Boys ini memang keren banget, pantas jadi juara 1 di Rumania #KickAndy"
1,penta Boys ini masih eksis saja dan saya suka suara mereka. Keren #KickAndyp
1,"Rupanya, terselip beberapa detik di Kick Andy. Keren dan luar biasa"
1,Terimakasih #kickAndy
1,Tayangan yang sangat inspiratif yang banyak memberi motivasi kepada kita untuk lebih bisa mencintai orang-orang disabilitas #kickandy
1,"perjuagan mereka istimewa, karena mampu menembus keterbatasan sebagai rasa syukur pada Allah, sangat menginspirasi. #KickAndy"
1,Syukurilah atas kehidupanmu saat ini #kickandy
1,"Acara yang sangat menginspirasi sekali, salut #kickandy"
1,"suka dengan semua tamu yang diundang, pasti menginspirasi #kickandy"
0,kalau sudah di puncak jangan lupa sampahnya di bawa turun lagi karena alam bukan tempat menyampah stop menyampah di gunung #kickandy
0,RT @KickAndyShow: 61 WNA terancam dideportasi dan lia @gracialia terancam dipidanakan
0,Lebih baik menyalakan lilin daripada mengumpat kepada kegelapan #pejuangtangguh #kickandy
0,"aku tidak mau bohongi diri sendiri. Gimbal Alas, Malang. #kickandy"
0,sampan tidak akan dapat belayar di padang pasir betapa pun jua emp hypertext transfer protocol://ilha8253.sama.nomor1.net/ilha8253/1001-burung-kertas.htm … #kickandy
0,"Bila kita mencari uang, kita akan dipaksa mengupayakan jangan malas hypertext transfer protocol://ln.is/sama.nomor1.com/KfMAp … #kickandy"
0,"Dalam hidup, terkadang kita lebih banyak mendapatkan apa yang tidak kita inginkan #NOMOR1.net #kickandy"
0,"Cobaan suami saat istri sakit, cobaan istri saat suami tidak punya duit, miris #kickandy"
0,"Terharu mendengar puisi ""Perempuan yang tak berhenti terjaga"" dari anak-anak Ibu Shinta Nuriyah, miris #kickandy"
0,"anak itu milik berdua, bukan milik salah satu, bantulah istri mengasuh anak, seperti itu #Gusdur #kickandy"
0,"ujian suami adalah saat istri sakit, dan ujian istri adalah saat suami tidak punya apa-apa #kickandy"
0,#kickandy Bung Andy cuma mampir dengan gaya remaja sebagai idola remaja dan tidak sempat beli
0,"Kelemahan Anda hanyalah sementara, karena Anda sedang memperkuatnya, tetapi bila Anda jadi #tekcmi144 #kickandy"
0,Kekuatan terbesar yang mampu mengalahkan stres adalah kemampuan memilih pikiran yang tepat. kita akan #hermafik95 #kickandy
0,Itu yang saya kesal. Coba kalau saudara km mengantre ke kanker. Coba km rasakan. Kok bisa begitu fitnah orang. #KickAndy #SuaraHatiAhok
0,"Klo pulang ke rumah, mati. Ga ada yang urus. Miskin kok. Kita mw taruh dia di apartemen #KickAndy #SuaraHatiAhok"
0,Kalo dia bertengkar tidak ada telur busuk diketeknya #kickandy #pilkadadki
0,Pak @basuki_btp mukanya sedih banget pas kakak kakak angkatnya berbicara. #kickAndy
0,Andy terlihat kaku dan jaga sikap saat mengundang Ahok menjadi tamu. Mungkin agar terlihat lebih formal #kickandy
0,Makin stres makin mengantuk #ahok #kickandy
0,"Jangan melihat orang dari cover nya saja, tapi lihat lah dia dari sisi lain nya. Fisik bisa saja sama namun isinya berbeda. #KickAndy"
0,kayak gajah yang dibilang psikolog di @Metro_TV #KickAndyMetroTv
0,Jangan di bakarin dong pak andy @KickAndyShow #kickandymetrot
0,bikin sakit perut menonton kisah sarjana tertua di indonesia.. #KickAndyMetroTv
0,Pekerjaan yang tidak sesuai dengan kualifikasi pendidikannya #KickAndyMetroTV
0,"Tp tetap tidak masuk surga, jadi ibadahnya sia sia hahaah RT @melanjhe: sp bilang orang bertato tidak boleh beribadah?!? #kickandymetrotv"
0,orang bertato tidak boleh beribadah?!? #kickandymetrotv
0,Apakah kamu bodoh? Tidak!.. Kamu di bodohi oleh suatu sistem Mike-marjinal @kickandymetrotv
0,"Gimana soal UN tidak bisa bocor, pertanyaan Malaikat di alam kubur saja sudah bocor. #KickAndyMetroTV"
0,Masa ada anak lulus dengan nilai palingg tinggi dan lulus SNMPTN Undangan bidik misi padahal dia susah sekali... @SBYudhoyono #kickandymetrotv
0,"Orang Belanda saja peduli sama orang orang indonesia yang berada di daerah terisolir, bagaimana dengan pemerintah indonesia? Zhonk kickandyMetroTV"
0,Merinding deh menonton #KickAndyMetroTV
0,Indonesia2. Bahkan kita dididik untuk menjadi rusak.. #kickandymetrotv
0,Parahnya kualitas pendidikan di Indonesia  #kickandymetrotv
0,demi apapun ya kick andy sekarang botak?  #kickandymetrotv
0,jadi merasa malu karena kalah dari orang yang tidak sempurna tapi mempunyai yang lebih dari orang sempurna #kickandymetrotv
0,Hukum di Indonesia masih jauh dari kata ADIL #KickAndyMetroTV
0,"aku kira makin tua makin keladi, malah jadi macan ompong. Melempem. kecewa lihat amin rais di @kickandymetrotv"
0,"#kickAndyMetroTV MEDIA harus mengisi lebih banyak tentang kisah sukses di TV, bukan gosip, berita rusuh & acara2 GG JELAS, tai kucing!! #CATET"
0,"#kickAndyMetroTV jika ingin dihargai orang, hargailah orang lain juga"
0,Dibawah sana banyak yang lebih sulit jangan banyak mengeluh #kickandymetrotv
0,"Hidup adalah  perjuangan yang melelahkan, cape #kickandy"
0,Orang-orang yang berhenti belajar akan menjadi bodoh  #kickandy hypertext transfer protocol://untub6158.sama.humandesignindonesia.com/untub6158/rahasia-dalam-memikat-
0,"Ambillah waktu untuk berpikir, jangan jadi perusak #kickandy hypertext transfer protocol://koepb3112.sama.networknumberone.com/koepb3112/tak-ada-yang-berubah-meski-sa"
0,miris ketika melihat banyak perusak di indonesia #kickandy
0,sistem Mike-marjinal banyak membodohi orang #kickandy
0,stres melihat semua kekacauan yang ada #kickandy
0,"kesal banget, coba kalian ada di posisi pak ahok #kickandy"
0,"coba pulang ke rumah, mati. Ga ada yang urus. Miskin kok. Kita akan taruh dia di apartemen #KickAndy #SuaraHatiAhok"
0,"tidak ada orang bodoh, yang ada hanya orang malas"
1,"Setuju. Al misbah, mata najwa dan kick andy program favorit"
1,Metro_TV Mata Najwa: Pancasila Punya Kita hypertext transfer protocol://metrotvn.sudah/zNAj3qeb
1,"Selera gue ini tak tau akhir akhir ini suka banget menonton metro televisi kalau tidak kick andy mata najwa, selera menua"
1,Mantap Mata Najwa. Pasti seru nih
